date,state,market,commodity,min_price,max_price,modal_price,unit
2026-06-10,Madhya Pradesh,Ujjain,Tomato,1783,2016,1913,Rs./quintal
2026-06-13,Madhya Pradesh,Ujjain,Tomato,1477,1714,1592,Rs./quintal
2026-06-16,Madhya Pradesh,Ujjain,Tomato,1809,2054,1909,Rs./quintal
2026-06-19,Madhya Pradesh,Ujjain,Tomato,1723,1915,1831,Rs./quintal
2026-06-22,Madhya Pradesh,Ujjain,Tomato,1543,1684,1614,Rs./quintal
2026-06-25,Madhya Pradesh,Ujjain,Tomato,1303,1464,1388,Rs./quintal
2026-06-28,Madhya Pradesh,Ujjain,Tomato,1801,2075,1939,Rs./quintal
2026-07-01,Madhya Pradesh,Ujjain,Tomato,2082,2223,2151,Rs./quintal
2026-07-04,Madhya Pradesh,Ujjain,Tomato,1662,1908,1779,Rs./quintal
2026-07-07,Madhya Pradesh,Ujjain,Tomato,1591,1730,1679,Rs./quintal
2026-07-10,Madhya Pradesh,Ujjain,Tomato,1506,1660,1588,Rs./quintal
2026-07-13,Madhya Pradesh,Ujjain,Tomato,1785,2005,1892,Rs./quintal
2026-07-16,Madhya Pradesh,Ujjain,Tomato,1725,1871,1799,Rs./quintal
2026-07-19,Madhya Pradesh,Ujjain,Tomato,2005,2181,2093,Rs./quintal
2026-07-22,Madhya Pradesh,Ujjain,Tomato,1362,1508,1448,Rs./quintal
2026-07-25,Madhya Pradesh,Ujjain,Tomato,1629,1818,1693,Rs./quintal
2026-07-28,Madhya Pradesh,Ujjain,Tomato,1959,2263,2129,Rs./quintal
2026-07-31,Madhya Pradesh,Ujjain,Tomato,1966,2128,2056,Rs./quintal
2026-02-01,Punjab,Ludhiana,Wheat,2005,2193,2123,Rs./quintal
2026-02-04,Punjab,Ludhiana,Wheat,2122,2298,2221,Rs./quintal
2026-02-07,Punjab,Ludhiana,Wheat,2133,2335,2211,Rs./quintal
2026-02-10,Punjab,Ludhiana,Wheat,2048,2354,2182,Rs./quintal
2026-02-13,Punjab,Ludhiana,Wheat,1945,2180,2103,Rs./quintal
2026-02-16,Punjab,Ludhiana,Wheat,2030,2326,2198,Rs./quintal
2026-02-19,Punjab,Ludhiana,Wheat,2080,2238,2148,Rs./quintal
2026-02-22,Punjab,Ludhiana,Wheat,1988,2274,2125,Rs./quintal
2026-02-25,Punjab,Ludhiana,Wheat,2088,2282,2182,Rs./quintal
2026-02-28,Punjab,Ludhiana,Wheat,1965,2212,2127,Rs./quintal
2026-03-03,Punjab,Ludhiana,Wheat,2113,2310,2226,Rs./quintal
2026-03-06,Punjab,Ludhiana,Wheat,2023,2253,2145,Rs./quintal
2026-03-09,Punjab,Ludhiana,Wheat,2123,2282,2193,Rs./quintal
2026-03-12,Punjab,Ludhiana,Wheat,2020,2242,2164,Rs./quintal
2026-03-15,Punjab,Ludhiana,Wheat,2046,2297,2144,Rs./quintal
2026-03-18,Punjab,Ludhiana,Wheat,2042,2374,2215,Rs./quintal
2026-03-21,Punjab,Ludhiana,Wheat,2003,2258,2166,Rs./quintal
2026-03-24,Punjab,Ludhiana,Wheat,2052,2309,2170,Rs./quintal
2026-03-27,Punjab,Ludhiana,Wheat,2091,2225,2157,Rs./quintal
2026-03-30,Punjab,Ludhiana,Wheat,2051,2323,2176,Rs./quintal
2026-04-02,Punjab,Ludhiana,Wheat,2064,2342,2188,Rs./quintal
2026-04-05,Punjab,Ludhiana,Wheat,2001,2329,2174,Rs./quintal
2026-04-08,Punjab,Ludhiana,Wheat,2118,2449,2286,Rs./quintal
2026-04-11,Punjab,Ludhiana,Wheat,2098,2342,2205,Rs./quintal
2026-04-14,Punjab,Ludhiana,Wheat,2083,2391,2233,Rs./quintal
2026-04-17,Punjab,Ludhiana,Wheat,1992,2320,2158,Rs./quintal
2026-04-20,Punjab,Ludhiana,Wheat,2051,2381,2214,Rs./quintal
2026-04-23,Punjab,Ludhiana,Wheat,2121,2338,2265,Rs./quintal
2026-04-26,Punjab,Ludhiana,Wheat,2057,2346,2216,Rs./quintal
2026-04-29,Punjab,Ludhiana,Wheat,2128,2335,2264,Rs./quintal
2026-05-02,Punjab,Ludhiana,Wheat,2117,2373,2280,Rs./quintal
2026-05-05,Punjab,Ludhiana,Wheat,2067,2377,2213,Rs./quintal
2026-05-08,Punjab,Ludhiana,Wheat,2085,2285,2192,Rs./quintal
2026-05-11,Punjab,Ludhiana,Wheat,2095,2355,2227,Rs./quintal
2026-05-14,Punjab,Ludhiana,Wheat,2051,2277,2196,Rs./quintal
2026-05-17,Punjab,Ludhiana,Wheat,2135,2339,2214,Rs./quintal
2026-05-20,Punjab,Ludhiana,Wheat,2182,2432,2273,Rs./quintal
2026-05-23,Punjab,Ludhiana,Wheat,2226,2432,2321,Rs./quintal
2026-05-26,Punjab,Ludhiana,Wheat,2135,2432,2261,Rs./quintal
2026-05-29,Punjab,Ludhiana,Wheat,2118,2343,2255,Rs./quintal
2026-06-01,Punjab,Ludhiana,Wheat,2108,2433,2264,Rs./quintal
2026-06-04,Punjab,Ludhiana,Wheat,2148,2512,2327,Rs./quintal
2026-06-07,Punjab,Ludhiana,Wheat,2197,2476,2293,Rs./quintal
2026-06-10,Punjab,Ludhiana,Wheat,2177,2502,2354,Rs./quintal
2026-06-13,Punjab,Ludhiana,Wheat,2169,2428,2257,Rs./quintal
2026-06-16,Punjab,Ludhiana,Wheat,2161,2319,2228,Rs./quintal
2026-06-19,Punjab,Ludhiana,Wheat,2242,2448,2336,Rs./quintal
2026-06-22,Punjab,Ludhiana,Wheat,2247,2426,2335,Rs./quintal
2026-06-25,Punjab,Ludhiana,Wheat,2210,2450,2301,Rs./quintal
2026-06-28,Punjab,Ludhiana,Wheat,2162,2499,2346,Rs./quintal
2026-07-01,Punjab,Ludhiana,Wheat,2261,2524,2385,Rs./quintal
2026-07-04,Punjab,Ludhiana,Wheat,2210,2449,2280,Rs./quintal
2026-07-07,Punjab,Ludhiana,Wheat,2172,2449,2322,Rs./quintal
2026-07-10,Punjab,Ludhiana,Wheat,2111,2359,2266,Rs./quintal
2026-07-13,Punjab,Ludhiana,Wheat,2141,2504,2327,Rs./quintal
2026-07-16,Punjab,Ludhiana,Wheat,2113,2431,2281,Rs./quintal
2026-07-19,Punjab,Ludhiana,Wheat,2291,2491,2381,Rs./quintal
2026-07-22,Punjab,Ludhiana,Wheat,2142,2427,2256,Rs./quintal
2026-07-25,Punjab,Ludhiana,Wheat,2272,2533,2361,Rs./quintal
2026-07-28,Punjab,Ludhiana,Wheat,2241,2571,2387,Rs./quintal
2026-07-31,Punjab,Ludhiana,Wheat,2136,2413,2309,Rs./quintal
2026-02-01,Punjab,Ludhiana,Rice,2245,2483,2321,Rs./quintal
2026-02-04,Punjab,Ludhiana,Rice,2300,2508,2415,Rs./quintal
2026-02-07,Punjab,Ludhiana,Rice,2307,2601,2416,Rs./quintal
2026-02-10,Punjab,Ludhiana,Rice,2230,2537,2395,Rs./quintal
2026-02-13,Punjab,Ludhiana,Rice,2173,2473,2323,Rs./quintal
2026-02-16,Punjab,Ludhiana,Rice,2216,2496,2317,Rs./quintal
2026-02-19,Punjab,Ludhiana,Rice,2268,2606,2414,Rs./quintal
2026-02-22,Punjab,Ludhiana,Rice,2227,2561,2416,Rs./quintal
2026-02-25,Punjab,Ludhiana,Rice,2335,2510,2411,Rs./quintal
2026-02-28,Punjab,Ludhiana,Rice,2290,2457,2369,Rs./quintal
2026-03-03,Punjab,Ludhiana,Rice,2250,2605,2414,Rs./quintal
2026-03-06,Punjab,Ludhiana,Rice,2261,2426,2345,Rs./quintal
2026-03-09,Punjab,Ludhiana,Rice,2293,2588,2409,Rs./quintal
2026-03-12,Punjab,Ludhiana,Rice,2219,2479,2378,Rs./quintal
2026-03-15,Punjab,Ludhiana,Rice,2176,2416,2333,Rs./quintal
2026-03-18,Punjab,Ludhiana,Rice,2184,2480,2325,Rs./quintal
2026-03-21,Punjab,Ludhiana,Rice,2353,2573,2440,Rs./quintal
2026-03-24,Punjab,Ludhiana,Rice,2245,2453,2370,Rs./quintal
2026-03-27,Punjab,Ludhiana,Rice,2294,2531,2382,Rs./quintal
2026-03-30,Punjab,Ludhiana,Rice,2234,2488,2407,Rs./quintal
2026-04-02,Punjab,Ludhiana,Rice,2290,2563,2450,Rs./quintal
2026-04-05,Punjab,Ludhiana,Rice,2275,2558,2463,Rs./quintal
2026-04-08,Punjab,Ludhiana,Rice,2289,2530,2393,Rs./quintal
2026-04-11,Punjab,Ludhiana,Rice,2271,2603,2456,Rs./quintal
2026-04-14,Punjab,Ludhiana,Rice,2287,2498,2422,Rs./quintal
2026-04-17,Punjab,Ludhiana,Rice,2285,2645,2462,Rs./quintal
2026-04-20,Punjab,Ludhiana,Rice,2190,2462,2367,Rs./quintal
2026-04-23,Punjab,Ludhiana,Rice,2264,2528,2371,Rs./quintal
2026-04-26,Punjab,Ludhiana,Rice,2273,2543,2436,Rs./quintal
2026-04-29,Punjab,Ludhiana,Rice,2193,2516,2377,Rs./quintal
2026-05-02,Punjab,Ludhiana,Rice,2295,2593,2474,Rs./quintal
2026-05-05,Punjab,Ludhiana,Rice,2266,2577,2424,Rs./quintal
2026-05-08,Punjab,Ludhiana,Rice,2274,2521,2445,Rs./quintal
2026-05-11,Punjab,Ludhiana,Rice,2236,2474,2392,Rs./quintal
2026-05-14,Punjab,Ludhiana,Rice,2314,2597,2474,Rs./quintal
2026-05-17,Punjab,Ludhiana,Rice,2317,2515,2431,Rs./quintal
2026-05-20,Punjab,Ludhiana,Rice,2265,2619,2438,Rs./quintal
2026-05-23,Punjab,Ludhiana,Rice,2278,2521,2417,Rs./quintal
2026-05-26,Punjab,Ludhiana,Rice,2261,2533,2428,Rs./quintal
2026-05-29,Punjab,Ludhiana,Rice,2278,2530,2379,Rs./quintal
2026-06-01,Punjab,Ludhiana,Rice,2255,2543,2406,Rs./quintal
2026-06-04,Punjab,Ludhiana,Rice,2388,2660,2515,Rs./quintal
2026-06-07,Punjab,Ludhiana,Rice,2401,2626,2499,Rs./quintal
2026-06-10,Punjab,Ludhiana,Rice,2371,2593,2461,Rs./quintal
2026-06-13,Punjab,Ludhiana,Rice,2363,2589,2504,Rs./quintal
2026-06-16,Punjab,Ludhiana,Rice,2395,2644,2506,Rs./quintal
2026-06-19,Punjab,Ludhiana,Rice,2406,2666,2506,Rs./quintal
2026-06-22,Punjab,Ludhiana,Rice,2289,2640,2472,Rs./quintal
2026-06-25,Punjab,Ludhiana,Rice,2343,2607,2417,Rs./quintal
2026-06-28,Punjab,Ludhiana,Rice,2311,2623,2495,Rs./quintal
2026-07-01,Punjab,Ludhiana,Rice,2394,2745,2542,Rs./quintal
2026-07-04,Punjab,Ludhiana,Rice,2401,2604,2497,Rs./quintal
2026-07-07,Punjab,Ludhiana,Rice,2445,2616,2532,Rs./quintal
2026-07-10,Punjab,Ludhiana,Rice,2319,2581,2467,Rs./quintal
2026-07-13,Punjab,Ludhiana,Rice,2314,2635,2454,Rs./quintal
2026-07-16,Punjab,Ludhiana,Rice,2394,2658,2517,Rs./quintal
2026-07-19,Punjab,Ludhiana,Rice,2325,2563,2471,Rs./quintal
2026-07-22,Punjab,Ludhiana,Rice,2387,2684,2492,Rs./quintal
2026-07-25,Punjab,Ludhiana,Rice,2403,2623,2534,Rs./quintal
2026-07-28,Punjab,Ludhiana,Rice,2324,2571,2455,Rs./quintal
2026-07-31,Punjab,Ludhiana,Rice,2320,2604,2470,Rs./quintal
2026-02-01,Punjab,Ludhiana,Soybean,3871,4300,4146,Rs./quintal
2026-02-04,Punjab,Ludhiana,Soybean,4195,4534,4394,Rs./quintal
2026-02-07,Punjab,Ludhiana,Soybean,4230,4705,4516,Rs./quintal
2026-02-10,Punjab,Ludhiana,Soybean,4303,4787,4454,Rs./quintal
2026-02-13,Punjab,Ludhiana,Soybean,3976,4325,4138,Rs./quintal
2026-02-16,Punjab,Ludhiana,Soybean,4015,4527,4251,Rs./quintal
2026-02-19,Punjab,Ludhiana,Soybean,4019,4325,4172,Rs./quintal
2026-02-22,Punjab,Ludhiana,Soybean,4290,4878,4553,Rs./quintal
2026-02-25,Punjab,Ludhiana,Soybean,3996,4511,4247,Rs./quintal
2026-02-28,Punjab,Ludhiana,Soybean,3919,4511,4211,Rs./quintal
2026-03-03,Punjab,Ludhiana,Soybean,4180,4683,4363,Rs./quintal
2026-03-06,Punjab,Ludhiana,Soybean,4159,4564,4397,Rs./quintal
2026-03-09,Punjab,Ludhiana,Soybean,3951,4333,4179,Rs./quintal
2026-03-12,Punjab,Ludhiana,Soybean,4251,4549,4410,Rs./quintal
2026-03-15,Punjab,Ludhiana,Soybean,3971,4426,4129,Rs./quintal
2026-03-18,Punjab,Ludhiana,Soybean,3916,4468,4153,Rs./quintal
2026-03-21,Punjab,Ludhiana,Soybean,4059,4656,4347,Rs./quintal
2026-03-24,Punjab,Ludhiana,Soybean,4056,4416,4262,Rs./quintal
2026-03-27,Punjab,Ludhiana,Soybean,3811,4302,4060,Rs./quintal
2026-03-30,Punjab,Ludhiana,Soybean,3973,4368,4123,Rs./quintal
2026-04-02,Punjab,Ludhiana,Soybean,3817,4419,4112,Rs./quintal
2026-04-05,Punjab,Ludhiana,Soybean,4084,4468,4279,Rs./quintal
2026-04-08,Punjab,Ludhiana,Soybean,3830,4369,4127,Rs./quintal
2026-04-11,Punjab,Ludhiana,Soybean,4207,4641,4369,Rs./quintal
2026-04-14,Punjab,Ludhiana,Soybean,3966,4463,4249,Rs./quintal
2026-04-17,Punjab,Ludhiana,Soybean,3811,4246,3974,Rs./quintal
2026-04-20,Punjab,Ludhiana,Soybean,3833,4218,3970,Rs./quintal
2026-04-23,Punjab,Ludhiana,Soybean,3881,4397,4217,Rs./quintal
2026-04-26,Punjab,Ludhiana,Soybean,4024,4639,4302,Rs./quintal
2026-04-29,Punjab,Ludhiana,Soybean,3985,4441,4234,Rs./quintal
2026-05-02,Punjab,Ludhiana,Soybean,3757,4244,4029,Rs./quintal
2026-05-05,Punjab,Ludhiana,Soybean,4003,4372,4164,Rs./quintal
2026-05-08,Punjab,Ludhiana,Soybean,3715,4177,3929,Rs./quintal
2026-05-11,Punjab,Ludhiana,Soybean,3973,4496,4232,Rs./quintal
2026-05-14,Punjab,Ludhiana,Soybean,3867,4282,4136,Rs./quintal
2026-05-17,Punjab,Ludhiana,Soybean,3793,4156,3913,Rs./quintal
2026-05-20,Punjab,Ludhiana,Soybean,3955,4517,4239,Rs./quintal
2026-05-23,Punjab,Ludhiana,Soybean,3975,4411,4252,Rs./quintal
2026-05-26,Punjab,Ludhiana,Soybean,4053,4495,4200,Rs./quintal
2026-05-29,Punjab,Ludhiana,Soybean,4004,4481,4215,Rs./quintal
2026-06-01,Punjab,Ludhiana,Soybean,3903,4338,4082,Rs./quintal
2026-06-04,Punjab,Ludhiana,Soybean,3927,4423,4209,Rs./quintal
2026-06-07,Punjab,Ludhiana,Soybean,3655,4224,3965,Rs./quintal
2026-06-10,Punjab,Ludhiana,Soybean,3753,4306,4038,Rs./quintal
2026-06-13,Punjab,Ludhiana,Soybean,3690,4168,3898,Rs./quintal
2026-06-16,Punjab,Ludhiana,Soybean,3978,4403,4172,Rs./quintal
2026-06-19,Punjab,Ludhiana,Soybean,3991,4454,4148,Rs./quintal
2026-06-22,Punjab,Ludhiana,Soybean,3590,4023,3882,Rs./quintal
2026-06-25,Punjab,Ludhiana,Soybean,3758,4180,3913,Rs./quintal
2026-06-28,Punjab,Ludhiana,Soybean,3703,4064,3882,Rs./quintal
2026-07-01,Punjab,Ludhiana,Soybean,3533,4021,3768,Rs./quintal
2026-07-04,Punjab,Ludhiana,Soybean,3697,4032,3853,Rs./quintal
2026-07-07,Punjab,Ludhiana,Soybean,3585,4113,3835,Rs./quintal
2026-07-10,Punjab,Ludhiana,Soybean,3774,4150,3918,Rs./quintal
2026-07-13,Punjab,Ludhiana,Soybean,3790,4410,4104,Rs./quintal
2026-07-16,Punjab,Ludhiana,Soybean,3785,4122,3929,Rs./quintal
2026-07-19,Punjab,Ludhiana,Soybean,3552,4130,3850,Rs./quintal
2026-07-22,Punjab,Ludhiana,Soybean,3522,3978,3787,Rs./quintal
2026-07-25,Punjab,Ludhiana,Soybean,3819,4165,3956,Rs./quintal
2026-07-28,Punjab,Ludhiana,Soybean,3686,4123,3857,Rs./quintal
2026-07-31,Punjab,Ludhiana,Soybean,3734,4076,3924,Rs./quintal
2026-02-01,Punjab,Ludhiana,Onion,1128,1290,1208,Rs./quintal
2026-02-04,Punjab,Ludhiana,Onion,1225,1348,1278,Rs./quintal
2026-02-07,Punjab,Ludhiana,Onion,1415,1624,1531,Rs./quintal
2026-02-10,Punjab,Ludhiana,Onion,1388,1592,1476,Rs./quintal
2026-02-13,Punjab,Ludhiana,Onion,1262,1424,1369,Rs./quintal
2026-02-16,Punjab,Ludhiana,Onion,1257,1428,1365,Rs./quintal
2026-02-19,Punjab,Ludhiana,Onion,1451,1661,1561,Rs./quintal
2026-02-22,Punjab,Ludhiana,Onion,1373,1568,1473,Rs./quintal
2026-02-25,Punjab,Ludhiana,Onion,1253,1420,1353,Rs./quintal
2026-02-28,Punjab,Ludhiana,Onion,1353,1561,1457,Rs./quintal
2026-03-03,Punjab,Ludhiana,Onion,1321,1507,1413,Rs./quintal
2026-03-06,Punjab,Ludhiana,Onion,1449,1662,1547,Rs./quintal
2026-03-09,Punjab,Ludhiana,Onion,1619,1858,1728,Rs./quintal
2026-03-12,Punjab,Ludhiana,Onion,1338,1551,1440,Rs./quintal
2026-03-15,Punjab,Ludhiana,Onion,1592,1763,1693,Rs./quintal
2026-03-18,Punjab,Ludhiana,Onion,1488,1713,1606,Rs./quintal
2026-03-21,Punjab,Ludhiana,Onion,1434,1619,1544,Rs./quintal
2026-03-24,Punjab,Ludhiana,Onion,1449,1688,1572,Rs./quintal
2026-03-27,Punjab,Ludhiana,Onion,1320,1439,1394,Rs./quintal
2026-03-30,Punjab,Ludhiana,Onion,1646,1835,1727,Rs./quintal
2026-04-02,Punjab,Ludhiana,Onion,1303,1434,1365,Rs./quintal
2026-04-05,Punjab,Ludhiana,Onion,1456,1620,1537,Rs./quintal
2026-04-08,Punjab,Ludhiana,Onion,1363,1516,1428,Rs./quintal
2026-04-11,Punjab,Ludhiana,Onion,1429,1594,1499,Rs./quintal
2026-04-14,Punjab,Ludhiana,Onion,1410,1539,1484,Rs./quintal
2026-04-17,Punjab,Ludhiana,Onion,1621,1868,1752,Rs./quintal
2026-04-20,Punjab,Ludhiana,Onion,1306,1461,1411,Rs./quintal
2026-04-23,Punjab,Ludhiana,Onion,1348,1513,1450,Rs./quintal
2026-04-26,Punjab,Ludhiana,Onion,1493,1710,1605,Rs./quintal
2026-04-29,Punjab,Ludhiana,Onion,1379,1578,1496,Rs./quintal
2026-05-02,Punjab,Ludhiana,Onion,1491,1614,1542,Rs./quintal
2026-05-05,Punjab,Ludhiana,Onion,1371,1546,1438,Rs./quintal
2026-05-08,Punjab,Ludhiana,Onion,1773,1930,1860,Rs./quintal
2026-05-11,Punjab,Ludhiana,Onion,1401,1580,1482,Rs./quintal
2026-05-14,Punjab,Ludhiana,Onion,1388,1550,1488,Rs./quintal
2026-05-17,Punjab,Ludhiana,Onion,1812,2041,1938,Rs./quintal
2026-05-20,Punjab,Ludhiana,Onion,1381,1535,1487,Rs./quintal
2026-05-23,Punjab,Ludhiana,Onion,1521,1656,1584,Rs./quintal
2026-05-26,Punjab,Ludhiana,Onion,1675,1934,1811,Rs./quintal
2026-05-29,Punjab,Ludhiana,Onion,1405,1552,1460,Rs./quintal
2026-06-01,Punjab,Ludhiana,Onion,1514,1698,1614,Rs./quintal
2026-06-04,Punjab,Ludhiana,Onion,1790,1921,1857,Rs./quintal
2026-06-07,Punjab,Ludhiana,Onion,1821,2058,1960,Rs./quintal
2026-06-10,Punjab,Ludhiana,Onion,1905,2141,2040,Rs./quintal
2026-06-13,Punjab,Ludhiana,Onion,1901,2104,1980,Rs./quintal
2026-06-16,Punjab,Ludhiana,Onion,1806,2077,1951,Rs./quintal
2026-06-19,Punjab,Ludhiana,Onion,1503,1613,1554,Rs./quintal
2026-06-22,Punjab,Ludhiana,Onion,1658,1868,1746,Rs./quintal
2026-06-25,Punjab,Ludhiana,Onion,1753,1979,1887,Rs./quintal
2026-06-28,Punjab,Ludhiana,Onion,1580,1825,1715,Rs./quintal
2026-07-01,Punjab,Ludhiana,Onion,2026,2168,2092,Rs./quintal
2026-07-04,Punjab,Ludhiana,Onion,1979,2246,2138,Rs./quintal
2026-07-07,Punjab,Ludhiana,Onion,1530,1715,1640,Rs./quintal
2026-07-10,Punjab,Ludhiana,Onion,1922,2153,2015,Rs./quintal
2026-07-13,Punjab,Ludhiana,Onion,1842,2095,1942,Rs./quintal
2026-07-16,Punjab,Ludhiana,Onion,1869,2107,1995,Rs./quintal
2026-07-19,Punjab,Ludhiana,Onion,1862,2140,2013,Rs./quintal
2026-07-22,Punjab,Ludhiana,Onion,1646,1868,1756,Rs./quintal
2026-07-25,Punjab,Ludhiana,Onion,1763,1939,1833,Rs./quintal
2026-07-28,Punjab,Ludhiana,Onion,2009,2312,2177,Rs./quintal
2026-07-31,Punjab,Ludhiana,Onion,1639,1827,1703,Rs./quintal
2026-02-01,Punjab,Ludhiana,Tomato,976,1076,1033,Rs./quintal
2026-02-04,Punjab,Ludhiana,Tomato,1363,1539,1478,Rs./quintal
2026-02-07,Punjab,Ludhiana,Tomato,1237,1371,1316,Rs./quintal
2026-02-10,Punjab,Ludhiana,Tomato,1175,1288,1224,Rs./quintal
2026-02-13,Punjab,Ludhiana,Tomato,1340,1473,1422,Rs./quintal
2026-02-16,Punjab,Ludhiana,Tomato,1184,1287,1243,Rs./quintal
2026-02-19,Punjab,Ludhiana,Tomato,1138,1237,1201,Rs./quintal
2026-02-22,Punjab,Ludhiana,Tomato,989,1104,1041,Rs./quintal
2026-02-25,Punjab,Ludhiana,Tomato,1084,1193,1147,Rs./quintal
2026-02-28,Punjab,Ludhiana,Tomato,1287,1394,1330,Rs./quintal
2026-03-03,Punjab,Ludhiana,Tomato,1028,1162,1104,Rs./quintal
2026-03-06,Punjab,Ludhiana,Tomato,1309,1450,1376,Rs./quintal
2026-03-09,Punjab,Ludhiana,Tomato,1365,1479,1428,Rs./quintal
2026-03-12,Punjab,Ludhiana,Tomato,1381,1553,1483,Rs./quintal
2026-03-15,Punjab,Ludhiana,Tomato,1473,1589,1521,Rs./quintal
2026-03-18,Punjab,Ludhiana,Tomato,1295,1400,1356,Rs./quintal
2026-03-21,Punjab,Ludhiana,Tomato,1078,1240,1163,Rs./quintal
2026-03-24,Punjab,Ludhiana,Tomato,1354,1552,1463,Rs./quintal
2026-03-27,Punjab,Ludhiana,Tomato,1137,1234,1176,Rs./quintal
2026-03-30,Punjab,Ludhiana,Tomato,1267,1408,1321,Rs./quintal
2026-04-02,Punjab,Ludhiana,Tomato,1151,1317,1224,Rs./quintal
2026-04-05,Punjab,Ludhiana,Tomato,1564,1760,1647,Rs./quintal
2026-04-08,Punjab,Ludhiana,Tomato,1356,1534,1423,Rs./quintal
2026-04-11,Punjab,Ludhiana,Tomato,1171,1309,1239,Rs./quintal
2026-04-14,Punjab,Ludhiana,Tomato,1149,1275,1189,Rs./quintal
2026-04-17,Punjab,Ludhiana,Tomato,1362,1551,1441,Rs./quintal
2026-04-20,Punjab,Ludhiana,Tomato,1199,1348,1264,Rs./quintal
2026-04-23,Punjab,Ludhiana,Tomato,1161,1310,1236,Rs./quintal
2026-04-26,Punjab,Ludhiana,Tomato,1582,1756,1674,Rs./quintal
2026-04-29,Punjab,Ludhiana,Tomato,1671,1848,1730,Rs./quintal
2026-05-02,Punjab,Ludhiana,Tomato,1381,1538,1426,Rs./quintal
2026-05-05,Punjab,Ludhiana,Tomato,1425,1616,1538,Rs./quintal
2026-05-08,Punjab,Ludhiana,Tomato,1621,1769,1693,Rs./quintal
2026-05-11,Punjab,Ludhiana,Tomato,1631,1805,1694,Rs./quintal
2026-05-14,Punjab,Ludhiana,Tomato,1752,1915,1841,Rs./quintal
2026-05-17,Punjab,Ludhiana,Tomato,1537,1723,1645,Rs./quintal
2026-05-20,Punjab,Ludhiana,Tomato,1624,1781,1676,Rs./quintal
2026-05-23,Punjab,Ludhiana,Tomato,1753,1975,1855,Rs./quintal
2026-05-26,Punjab,Ludhiana,Tomato,1348,1525,1456,Rs./quintal
2026-05-29,Punjab,Ludhiana,Tomato,1475,1654,1555,Rs./quintal
2026-06-01,Punjab,Ludhiana,Tomato,1567,1755,1637,Rs./quintal
2026-06-04,Punjab,Ludhiana,Tomato,1490,1657,1548,Rs./quintal
2026-06-07,Punjab,Ludhiana,Tomato,1574,1772,1708,Rs./quintal
2026-06-10,Punjab,Ludhiana,Tomato,1681,1930,1808,Rs./quintal
2026-06-13,Punjab,Ludhiana,Tomato,1367,1525,1463,Rs./quintal
2026-06-16,Punjab,Ludhiana,Tomato,1836,2009,1923,Rs./quintal
2026-06-19,Punjab,Ludhiana,Tomato,1719,1997,1865,Rs./quintal
2026-06-22,Punjab,Ludhiana,Tomato,1372,1519,1424,Rs./quintal
2026-06-25,Punjab,Ludhiana,Tomato,1857,2053,1940,Rs./quintal
2026-06-28,Punjab,Ludhiana,Tomato,1453,1621,1515,Rs./quintal
2026-07-01,Punjab,Ludhiana,Tomato,1595,1801,1673,Rs./quintal
2026-07-04,Punjab,Ludhiana,Tomato,1690,1884,1746,Rs./quintal
2026-07-07,Punjab,Ludhiana,Tomato,1602,1743,1691,Rs./quintal
2026-07-10,Punjab,Ludhiana,Tomato,1565,1760,1646,Rs./quintal
2026-07-13,Punjab,Ludhiana,Tomato,2018,2258,2099,Rs./quintal
2026-07-16,Punjab,Ludhiana,Tomato,1884,2112,1978,Rs./quintal
2026-07-19,Punjab,Ludhiana,Tomato,1769,1990,1862,Rs./quintal
2026-07-22,Punjab,Ludhiana,Tomato,2026,2252,2168,Rs./quintal
2026-07-25,Punjab,Ludhiana,Tomato,1823,2038,1962,Rs./quintal
2026-07-28,Punjab,Ludhiana,Tomato,1726,1933,1838,Rs./quintal
2026-07-31,Punjab,Ludhiana,Tomato,1733,1981,1870,Rs./quintal
2026-02-01,Punjab,Patiala,Wheat,1984,2154,2076,Rs./quintal
2026-02-04,Punjab,Patiala,Wheat,1923,2121,2054,Rs./quintal
2026-02-07,Punjab,Patiala,Wheat,2046,2288,2152,Rs./quintal
2026-02-10,Punjab,Patiala,Wheat,1988,2196,2096,Rs./quintal
2026-02-13,Punjab,Patiala,Wheat,1996,2220,2133,Rs./quintal
2026-02-16,Punjab,Patiala,Wheat,1900,2172,2058,Rs./quintal
2026-02-19,Punjab,Patiala,Wheat,1976,2159,2087,Rs./quintal
2026-02-22,Punjab,Patiala,Wheat,1919,2158,2062,Rs./quintal
2026-02-25,Punjab,Patiala,Wheat,1936,2221,2080,Rs./quintal
2026-02-28,Punjab,Patiala,Wheat,2038,2251,2101,Rs./quintal
2026-03-03,Punjab,Patiala,Wheat,2016,2329,2190,Rs./quintal
2026-03-06,Punjab,Patiala,Wheat,2048,2251,2122,Rs./quintal
2026-03-09,Punjab,Patiala,Wheat,2075,2281,2144,Rs./quintal
2026-03-12,Punjab,Patiala,Wheat,2034,2269,2106,Rs./quintal
2026-03-15,Punjab,Patiala,Wheat,2002,2207,2114,Rs./quintal
2026-03-18,Punjab,Patiala,Wheat,2096,2287,2181,Rs./quintal
2026-03-21,Punjab,Patiala,Wheat,2042,2237,2167,Rs./quintal
2026-03-24,Punjab,Patiala,Wheat,2027,2301,2180,Rs./quintal
2026-03-27,Punjab,Patiala,Wheat,2029,2356,2186,Rs./quintal
2026-03-30,Punjab,Patiala,Wheat,1964,2205,2134,Rs./quintal
